customer_id,city,state_province,country,customer_region_id,yearly_income,gender,total_children,num_children_at_home,education,date_accnt_opened,member_card,occupation,houseowner,num_cars_owned
4157,Altadena,CA,USA,50,$130K - $150K,M,3,0,Bachelors Degree,03/04/91,Silver,Professional,N,3
4158,El Cajon,CA,USA,16,$130K - $150K,F,2,0,High School Degree,16/07/91,Silver,Professional,Y,3
4159,Shawnee,BC,Canada,105,$50K - $70K,F,0,0,Bachelors Degree,08/09/92,Bronze,Management,Y,2
4160,La Jolla,CA,USA,33,$30K - $50K,F,0,0,High School Degree,19/06/92,Silver,Skilled Manual,N,2
4161,Torrance,CA,USA,57,$30K - $50K,M,2,2,Partial College,16/04/93,Silver,Manual,Y,4
4162,Lakewood,CA,USA,56,$70K - $90K,M,2,0,Bachelors Degree,09/05/90,Bronze,Professional,Y,1
4163,Burlingame,CA,USA,43,$10K - $30K,M,1,0,Partial High School,09/07/93,Normal,Manual,N,0
4164,Port Hammond,BC,Canada,98,$30K - $50K,M,3,0,Partial College,20/06/91,Bronze,Skilled Manual,Y,2
4165,Port Orchard,WA,USA,77,$30K - $50K,F,4,0,Partial High School,19/10/93,Bronze,Skilled Manual,N,2
4166,Marysville,WA,USA,82,$30K - $50K,F,3,0,High School Degree,20/03/93,Bronze,Manual,Y,3
4167,Cliffside,BC,Canada,103,$30K - $50K,M,3,0,Partial College,27/07/92,Bronze,Professional,Y,2
4168,Albany,OR,USA,71,$130K - $150K,M,3,1,Partial High School,10/07/93,Silver,Professional,Y,3
4169,Bellflower,CA,USA,55,$10K - $30K,M,1,0,Partial College,27/02/91,Golden,Clerical,Y,2
4170,Langley,BC,Canada,94,$10K - $30K,F,5,0,Partial High School,17/07/90,Normal,Manual,Y,1
4171,Palo Alto,CA,USA,41,$70K - $90K,M,1,0,High School Degree,06/08/94,Bronze,Management,N,1
4172,Burlingame,CA,USA,43,$30K - $50K,M,3,1,High School Degree,15/11/93,Bronze,Skilled Manual,Y,1
4173,Pomona,CA,USA,61,$50K - $70K,F,4,0,Bachelors Degree,08/11/91,Bronze,Management,N,4
4174,Camacho,Zacatecas,Mexico,27,$50K - $70K,F,4,0,Partial College,18/11/93,Bronze,Professional,N,2
4175,Spokane,WA,USA,87,$130K - $150K,F,5,5,High School Degree,18/12/93,Silver,Professional,Y,3
4176,Spring Valley,CA,USA,15,$110K - $130K,M,3,2,Graduate Degree,27/05/91,Bronze,Professional,Y,1
4177,Tlaxiaco,Oaxaca,Mexico,30,$130K - $150K,F,5,0,Partial College,21/11/94,Bronze,Professional,Y,2
4178,San Francisco,CA,USA,1,$50K - $70K,M,2,0,Bachelors Degree,09/08/90,Bronze,Professional,N,3
4179,Grossmont,CA,USA,17,$50K - $70K,M,0,0,High School Degree,06/08/90,Bronze,Skilled Manual,Y,2
4180,Newport Beach,CA,USA,59,$10K - $30K,F,3,0,Partial High School,01/05/94,Normal,Manual,Y,2
4181,Coronado,CA,USA,8,$10K - $30K,M,2,0,Partial High School,25/06/93,Normal,Manual,N,1
4182,Novato,CA,USA,42,$10K - $30K,F,3,0,Partial High School,06/09/92,Normal,Skilled Manual,N,1
4183,Kirkland,WA,USA,63,$130K - $150K,F,2,0,High School Degree,27/07/92,Silver,Professional,Y,4
4184,Daly City,CA,USA,31,$30K - $50K,M,1,0,Partial College,18/07/92,Bronze,Skilled Manual,N,3
4185,Spring Valley,CA,USA,15,$90K - $110K,F,2,1,High School Degree,17/01/92,Silver,Management,Y,4
4186,Glendale,CA,USA,54,$10K - $30K,F,1,0,Partial High School,19/10/93,Normal,Skilled Manual,N,1
4187,Santa Fe,DF,Mexico,109,$30K - $50K,F,5,5,Partial College,21/09/94,Golden,Skilled Manual,N,3
4188,Los Angeles,CA,USA,3,$50K - $70K,F,1,0,Bachelors Degree,27/08/91,Silver,Professional,N,3
4189,Fremont,CA,USA,34,$50K - $70K,F,3,0,Bachelors Degree,11/02/91,Bronze,Professional,N,1
4190,Anacortes,WA,USA,79,$30K - $50K,M,5,0,High School Degree,18/09/91,Bronze,Manual,N,2
4191,West Covina,CA,USA,60,$30K - $50K,F,1,1,High School Degree,16/06/92,Silver,Skilled Manual,N,3
4192,N. Vancouver,BC,Canada,97,$10K - $30K,M,4,0,Partial High School,22/07/92,Normal,Skilled Manual,Y,1
4193,Lemon Grove,CA,USA,12,$30K - $50K,M,3,0,Partial High School,25/01/93,Bronze,Manual,N,4
4194,Lemon Grove,CA,USA,12,$10K - $30K,M,5,0,Partial High School,10/06/92,Normal,Manual,N,0
4195,San Andres,DF,Mexico,106,$10K - $30K,F,1,0,Partial High School,04/02/94,Normal,Manual,Y,2
4196,Woodburn,OR,USA,69,$70K - $90K,F,1,1,Bachelors Degree,09/05/92,Bronze,Professional,Y,2
4197,Redmond,WA,USA,19,$10K - $30K,M,3,1,Partial High School,03/02/93,Normal,Manual,Y,0
4198,Orizaba,Veracruz,Mexico,24,$70K - $90K,F,5,3,Bachelors Degree,20/04/91,Golden,Management,Y,3
4199,San Carlos,CA,USA,44,$10K - $30K,F,3,0,Partial High School,24/01/92,Normal,Manual,N,1
4200,Palo Alto,CA,USA,41,$70K - $90K,M,0,0,Bachelors Degree,13/09/93,Silver,Professional,N,2
4201,Ladner,BC,Canada,96,$90K - $110K,M,2,2,High School Degree,09/11/91,Bronze,Professional,N,1
4202,Camacho,Zacatecas,Mexico,27,$30K - $50K,F,4,1,High School Degree,19/09/90,Bronze,Skilled Manual,Y,3
4203,Marysville,WA,USA,82,$30K - $50K,F,1,1,High School Degree,18/04/94,Bronze,Skilled Manual,Y,2
4204,Tacoma,WA,USA,84,$30K - $50K,M,5,2,Bachelors Degree,07/10/92,Bronze,Management,N,2
4205,Burien,WA,USA,74,$50K - $70K,M,0,0,Bachelors Degree,05/06/91,Bronze,Management,Y,1
4206,San Jose,CA,USA,39,$50K - $70K,F,5,0,Bachelors Degree,21/02/93,Bronze,Professional,N,2
4207,Ballard,WA,USA,20,$30K - $50K,M,4,1,Partial High School,16/06/93,Bronze,Skilled Manual,Y,3
4208,Acapulco,Guerrero,Mexico,28,$70K - $90K,M,1,0,Graduate Degree,03/07/91,Normal,Professional,N,4
4209,Sedro Woolley,WA,USA,80,$50K - $70K,M,4,0,Bachelors Degree,19/06/93,Bronze,Management,Y,1
4210,Sedro Woolley,WA,USA,80,$50K - $70K,F,5,0,Bachelors Degree,01/07/94,Silver,Professional,N,1
4211,W. Linn,OR,USA,66,$30K - $50K,F,5,0,High School Degree,04/02/90,Normal,Skilled Manual,N,4
4212,Imperial Beach,CA,USA,14,$50K - $70K,M,2,0,Partial High School,02/07/91,Bronze,Skilled Manual,N,3
4213,Royal Oak,BC,Canada,100,$30K - $50K,F,2,0,High School Degree,04/03/90,Bronze,Skilled Manual,Y,2
4214,Shawnee,BC,Canada,105,$10K - $30K,M,2,2,Partial High School,18/03/93,Normal,Skilled Manual,N,1
4215,Seattle,WA,USA,18,$50K - $70K,M,3,3,Bachelors Degree,06/04/93,Silver,Professional,N,2
4216,Langley,BC,Canada,94,$10K - $30K,F,5,1,Partial High School,19/08/93,Normal,Skilled Manual,Y,2
4217,Bellingham,WA,USA,78,$130K - $150K,F,5,1,Graduate Degree,12/07/92,Normal,Management,Y,1
4218,National City,CA,USA,9,$50K - $70K,F,4,4,Bachelors Degree,04/04/90,Bronze,Professional,Y,3
4219,Lake Oswego,OR,USA,64,$70K - $90K,F,2,0,High School Degree,27/07/91,Normal,Professional,N,3
4220,W. Linn,OR,USA,66,$30K - $50K,F,5,5,High School Degree,12/02/93,Golden,Skilled Manual,Y,3
4221,Tacoma,WA,USA,84,$30K - $50K,M,1,0,Partial College,06/02/94,Silver,Clerical,Y,2
4222,Altadena,CA,USA,50,$110K - $130K,F,0,0,Partial High School,08/03/93,Bronze,Management,Y,1
4223,Mexico City,Mexico,Mexico,2,$90K - $110K,F,4,0,High School Degree,11/07/91,Bronze,Professional,Y,2
4224,Mexico City,Mexico,Mexico,2,$30K - $50K,F,4,0,Partial College,23/04/91,Bronze,Clerical,Y,4
4225,Hidalgo,Zacatecas,Mexico,25,$110K - $130K,M,1,0,Bachelors Degree,20/02/92,Bronze,Professional,N,3
4226,Hidalgo,Zacatecas,Mexico,25,$70K - $90K,F,5,5,High School Degree,24/06/94,Golden,Professional,Y,3
4227,La Mesa,CA,USA,11,$130K - $150K,F,1,0,High School Degree,24/08/92,Bronze,Professional,Y,1
4228,Marysville,WA,USA,82,$30K - $50K,M,4,4,Partial High School,08/07/91,Golden,Skilled Manual,Y,4
4229,Colma,CA,USA,32,$10K - $30K,F,4,0,Partial College,23/08/92,Normal,Management,N,1
4230,Milwaukie,OR,USA,65,$10K - $30K,F,2,2,High School Degree,08/04/93,Normal,Skilled Manual,N,0
4231,Puyallup,WA,USA,86,$30K - $50K,F,3,0,High School Degree,04/05/91,Bronze,Manual,N,1
4232,Glendale,CA,USA,54,$30K - $50K,F,2,0,Partial High School,14/05/92,Bronze,Skilled Manual,N,1
4233,Mill Valley,CA,USA,38,$10K - $30K,F,1,0,Partial High School,15/03/90,Normal,Manual,N,2
4234,Port Orchard,WA,USA,77,$50K - $70K,F,4,0,Bachelors Degree,21/05/93,Golden,Management,Y,4
4235,Orizaba,Veracruz,Mexico,24,$50K - $70K,M,0,0,Partial College,10/07/93,Bronze,Professional,Y,3
4236,Santa Cruz,CA,USA,40,$30K - $50K,F,1,0,High School Degree,19/09/92,Normal,Manual,N,2
4237,Tlaxiaco,Oaxaca,Mexico,30,$30K - $50K,M,3,0,High School Degree,12/09/90,Silver,Skilled Manual,Y,2
4238,Cliffside,BC,Canada,103,$70K - $90K,M,1,1,Bachelors Degree,22/09/92,Bronze,Management,N,3
4239,Tacoma,WA,USA,84,$50K - $70K,F,4,0,Bachelors Degree,22/10/92,Bronze,Professional,Y,4
4240,Chula Vista,CA,USA,13,$10K - $30K,M,3,1,Partial High School,04/03/94,Normal,Manual,Y,1
4241,Berkeley,CA,USA,36,$30K - $50K,M,2,0,Partial High School,25/09/93,Bronze,Skilled Manual,Y,4
4242,Berkeley,CA,USA,36,$30K - $50K,F,1,1,High School Degree,13/06/93,Bronze,Manual,Y,4
4243,Portland,OR,USA,22,$30K - $50K,M,3,0,High School Degree,10/06/93,Bronze,Skilled Manual,Y,3
4244,Haney,BC,Canada,93,$30K - $50K,F,4,0,Partial College,18/12/94,Bronze,Management,Y,3
4245,Burlingame,CA,USA,43,$30K - $50K,M,1,0,High School Degree,12/07/93,Bronze,Manual,Y,2
4246,Long Beach,CA,USA,48,$50K - $70K,F,4,0,Bachelors Degree,21/10/92,Bronze,Professional,N,3
4247,Oregon City,OR,USA,68,$70K - $90K,F,3,1,Graduate Degree,15/08/92,Bronze,Professional,Y,3
4248,Oakland,CA,USA,37,$30K - $50K,F,1,0,High School Degree,22/05/91,Bronze,Manual,Y,2
4249,Lake Oswego,OR,USA,64,$10K - $30K,F,3,3,Partial High School,20/10/91,Normal,Manual,Y,2
4250,Orizaba,Veracruz,Mexico,24,$130K - $150K,F,0,0,Graduate Degree,07/11/92,Normal,Professional,Y,3
4251,Altadena,CA,USA,50,$50K - $70K,F,0,0,Bachelors Degree,08/10/94,Bronze,Professional,N,2
4252,Burbank,CA,USA,53,$30K - $50K,M,1,0,Partial College,15/09/91,Bronze,Clerical,N,1
4253,Albany,OR,USA,71,$30K - $50K,F,2,0,High School Degree,15/09/92,Bronze,Skilled Manual,Y,1
4254,Berkeley,CA,USA,36,$50K - $70K,F,4,4,Bachelors Degree,22/07/94,Silver,Professional,N,3
4255,Grossmont,CA,USA,17,$10K - $30K,M,0,0,Partial High School,20/04/92,Normal,Manual,Y,0
4256,Hidalgo,Zacatecas,Mexico,25,$10K - $30K,F,2,1,Partial High School,26/05/91,Normal,Manual,Y,0
4257,Port Orchard,WA,USA,77,$30K - $50K,F,2,0,Bachelors Degree,01/10/93,Bronze,Professional,N,3
4258,Long Beach,CA,USA,48,$50K - $70K,M,4,4,Partial High School,03/02/90,Normal,Manual,Y,2
4259,Kirkland,WA,USA,63,$10K - $30K,M,1,0,Partial High School,08/11/93,Normal,Skilled Manual,N,2
4260,Shawnee,BC,Canada,105,$130K - $150K,M,5,0,Bachelors Degree,13/03/91,Bronze,Professional,Y,4
4261,Woodburn,OR,USA,69,$10K - $30K,M,2,0,Partial High School,07/11/93,Normal,Manual,Y,1
4262,Langford,BC,Canada,102,$30K - $50K,F,4,0,High School Degree,24/02/94,Normal,Skilled Manual,N,2
4263,Spring Valley,CA,USA,15,$30K - $50K,M,4,4,High School Degree,12/02/92,Golden,Manual,Y,3
4264,Westminster,BC,Canada,91,$10K - $30K,M,1,1,Partial High School,28/10/93,Normal,Manual,Y,2
4265,Lynnwood,WA,USA,75,$30K - $50K,M,2,0,High School Degree,24/12/91,Golden,Manual,N,4
4266,Victoria,BC,Canada,6,$30K - $50K,F,3,0,Partial College,07/09/90,Bronze,Professional,N,2
4267,Pomona,CA,USA,61,$10K - $30K,F,1,0,Partial High School,22/02/93,Normal,Manual,Y,1
4268,Lake Oswego,OR,USA,64,$110K - $130K,M,0,0,Graduate Degree,09/11/93,Bronze,Professional,Y,2
4269,Marysville,WA,USA,82,$30K - $50K,F,5,3,Partial College,07/08/91,Golden,Management,N,3
4270,Beverly Hills,CA,USA,47,$70K - $90K,F,1,0,Bachelors Degree,12/11/93,Bronze,Professional,Y,3
4271,Tixapan,DF,Mexico,107,$50K - $70K,M,0,0,Bachelors Degree,18/08/93,Bronze,Professional,N,3
4272,Berkeley,CA,USA,36,$150K +,M,1,1,High School Degree,07/05/90,Golden,Professional,Y,2
4273,Portland,OR,USA,22,$30K - $50K,M,5,2,High School Degree,07/06/93,Bronze,Manual,Y,2
4274,Portland,OR,USA,22,$30K - $50K,M,0,0,Partial High School,16/08/93,Silver,Manual,Y,2
4275,Coronado,CA,USA,8,$30K - $50K,M,0,0,High School Degree,08/11/93,Bronze,Skilled Manual,Y,1
4276,Anacortes,WA,USA,79,$10K - $30K,F,3,0,Partial High School,21/02/94,Bronze,Manual,Y,2
4277,La Cruz,Sinaloa,Mexico,29,$30K - $50K,M,0,0,High School Degree,23/09/94,Bronze,Skilled Manual,Y,2
4278,Fremont,CA,USA,34,$30K - $50K,F,5,5,High School Degree,26/06/92,Golden,Skilled Manual,N,3
4279,Glendale,CA,USA,54,$50K - $70K,F,1,1,Bachelors Degree,25/10/93,Bronze,Management,Y,2
4280,Arcadia,CA,USA,51,$70K - $90K,M,3,3,Bachelors Degree,11/04/92,Golden,Management,Y,4
4281,Richmond,CA,USA,35,$50K - $70K,M,2,2,Bachelors Degree,04/02/92,Bronze,Professional,N,4
4282,Burien,WA,USA,74,$10K - $30K,F,3,3,Partial High School,26/10/92,Normal,Manual,Y,2
4283,Issaquah,WA,USA,21,$30K - $50K,M,5,0,Partial High School,21/02/93,Bronze,Skilled Manual,Y,3
4284,Orizaba,Veracruz,Mexico,24,$30K - $50K,F,4,3,High School Degree,06/08/91,Golden,Manual,Y,3
4285,Merida,Yucatan,Mexico,26,$30K - $50K,F,1,0,High School Degree,02/12/91,Bronze,Manual,Y,4
4286,Royal Oak,BC,Canada,100,$30K - $50K,F,1,0,High School Degree,15/04/91,Bronze,Skilled Manual,N,3
4287,Everett,WA,USA,81,$30K - $50K,F,4,0,High School Degree,18/08/93,Bronze,Manual,N,2
4288,National City,CA,USA,9,$50K - $70K,F,4,0,Partial High School,18/02/92,Bronze,Skilled Manual,Y,3
4289,La Jolla,CA,USA,33,$130K - $150K,M,0,0,High School Degree,15/11/93,Bronze,Professional,Y,2
4290,Colma,CA,USA,32,$10K - $30K,F,0,0,Partial High School,16/12/93,Normal,Manual,Y,0
4291,Redmond,WA,USA,19,$50K - $70K,M,4,3,Partial High School,05/11/91,Golden,Manual,Y,3
4292,Pomona,CA,USA,61,$70K - $90K,M,1,1,Bachelors Degree,16/10/94,Bronze,Professional,Y,3
4293,San Jose,CA,USA,39,$70K - $90K,M,1,0,Partial High School,15/03/91,Normal,Professional,N,1
4294,San Carlos,CA,USA,44,$50K - $70K,M,0,0,Bachelors Degree,26/10/92,Bronze,Professional,N,3
4295,Milwaukie,OR,USA,65,$30K - $50K,M,5,0,High School Degree,23/11/91,Bronze,Skilled Manual,Y,3
4296,La Jolla,CA,USA,33,$50K - $70K,F,4,4,Bachelors Degree,06/11/92,Golden,Management,Y,2
4297,West Covina,CA,USA,60,$30K - $50K,M,3,0,High School Degree,07/09/94,Bronze,Skilled Manual,Y,3
4298,Oak Bay,BC,Canada,99,$30K - $50K,F,2,0,Partial College,12/11/93,Bronze,Professional,Y,2
4299,Concord,CA,USA,46,$30K - $50K,F,3,0,Partial High School,05/10/92,Bronze,Skilled Manual,N,4
4300,Santa Monica,CA,USA,49,$110K - $130K,F,4,4,Bachelors Degree,17/02/93,Golden,Professional,Y,3
4301,Beaverton,OR,USA,67,$10K - $30K,F,1,1,Partial High School,21/05/92,Normal,Skilled Manual,N,1
4302,Colma,CA,USA,32,$30K - $50K,M,5,0,High School Degree,04/05/90,Bronze,Manual,N,1
4303,Haney,BC,Canada,93,$70K - $90K,F,1,0,Graduate Degree,20/03/93,Bronze,Management,N,2
4304,Issaquah,WA,USA,21,$150K +,F,1,0,High School Degree,13/10/92,Silver,Management,Y,2
4305,Renton,WA,USA,73,$10K - $30K,F,1,0,Partial High School,07/05/91,Normal,Skilled Manual,N,1
4306,San Carlos,CA,USA,44,$30K - $50K,F,4,0,Partial College,12/10/91,Bronze,Clerical,N,3
4307,Newport Beach,CA,USA,59,$70K - $90K,F,1,0,Bachelors Degree,08/09/91,Silver,Management,N,1
4308,Sooke,BC,Canada,101,$50K - $70K,F,2,0,High School Degree,27/07/92,Bronze,Skilled Manual,N,1
4309,Haney,BC,Canada,93,$10K - $30K,F,2,1,Partial High School,10/10/90,Normal,Skilled Manual,Y,1
4310,Redmond,WA,USA,19,$50K - $70K,M,0,0,Bachelors Degree,19/03/93,Bronze,Professional,N,3
4311,Santa Cruz,CA,USA,40,$10K - $30K,M,5,1,Partial High School,13/11/93,Normal,Manual,Y,0
4312,Coronado,CA,USA,8,$30K - $50K,F,2,1,High School Degree,20/08/92,Normal,Manual,N,3
4313,Royal Oak,BC,Canada,100,$30K - $50K,M,5,0,High School Degree,19/03/92,Bronze,Manual,Y,4
4314,Daly City,CA,USA,31,$70K - $90K,M,2,0,Bachelors Degree,05/04/94,Bronze,Professional,Y,4
4315,Puyallup,WA,USA,86,$30K - $50K,M,2,0,High School Degree,22/11/90,Bronze,Manual,N,3
4316,Walla Walla,WA,USA,88,$30K - $50K,F,1,0,Partial High School,13/02/92,Bronze,Skilled Manual,N,2
4317,San Andres,DF,Mexico,106,$30K - $50K,F,2,2,High School Degree,03/10/92,Normal,Manual,N,2
4318,Burlingame,CA,USA,43,$70K - $90K,F,2,0,Partial High School,04/03/92,Bronze,Management,Y,1
4319,Orizaba,Veracruz,Mexico,24,$50K - $70K,M,3,0,High School Degree,18/08/93,Bronze,Manual,Y,2
4320,West Covina,CA,USA,60,$90K - $110K,M,5,3,Graduate Degree,07/01/94,Golden,Professional,Y,3
4321,Seattle,WA,USA,18,$10K - $30K,M,5,5,High School Degree,26/03/90,Silver,Skilled Manual,Y,0
4322,Seattle,WA,USA,18,$50K - $70K,F,2,2,Bachelors Degree,11/08/93,Bronze,Professional,Y,3
4323,Guadalajara,Jalisco,Mexico,4,$10K - $30K,F,2,0,Partial High School,06/04/91,Normal,Skilled Manual,Y,2
4324,Lynnwood,WA,USA,75,$50K - $70K,F,3,0,Bachelors Degree,22/10/93,Bronze,Professional,Y,4
4325,Hidalgo,Zacatecas,Mexico,25,$70K - $90K,F,0,0,Bachelors Degree,16/06/91,Bronze,Management,N,3
4326,Tlaxiaco,Oaxaca,Mexico,30,$110K - $130K,M,2,1,High School Degree,08/09/90,Bronze,Professional,Y,3
4327,Altadena,CA,USA,50,$90K - $110K,F,1,0,Partial College,10/06/93,Bronze,Management,Y,2
4328,Beverly Hills,CA,USA,47,$110K - $130K,F,2,1,Partial High School,14/11/94,Bronze,Professional,N,3
4329,Daly City,CA,USA,31,$30K - $50K,F,4,4,Partial High School,10/02/92,Golden,Manual,Y,2
4330,Corvallis,OR,USA,70,$30K - $50K,M,4,4,Partial High School,21/10/91,Golden,Manual,Y,2
4331,Grossmont,CA,USA,17,$150K +,M,3,3,Bachelors Degree,20/06/90,Golden,Professional,Y,3
4332,Ballard,WA,USA,20,$50K - $70K,F,2,0,Bachelors Degree,07/04/90,Bronze,Professional,Y,4
4333,National City,CA,USA,9,$10K - $30K,M,1,0,Partial High School,05/12/93,Normal,Manual,N,2
4334,El Cajon,CA,USA,16,$30K - $50K,M,2,0,High School Degree,10/04/90,Bronze,Skilled Manual,Y,1
4335,Shawnee,BC,Canada,105,$70K - $90K,M,1,1,Graduate Degree,18/08/93,Bronze,Management,Y,3
4336,Vancouver,BC,Canada,5,$10K - $30K,F,3,3,Partial High School,05/09/91,Normal,Skilled Manual,Y,0
4337,Torrance,CA,USA,57,$30K - $50K,M,5,0,Partial High School,05/10/90,Silver,Manual,Y,1
4338,Torrance,CA,USA,57,$70K - $90K,M,2,0,Bachelors Degree,14/12/91,Bronze,Professional,N,3
4339,San Carlos,CA,USA,44,$50K - $70K,M,2,0,Bachelors Degree,06/04/91,Bronze,Professional,N,4
4340,Puyallup,WA,USA,86,$30K - $50K,F,2,0,Partial High School,17/12/91,Bronze,Skilled Manual,N,2
4341,Lake Oswego,OR,USA,64,$30K - $50K,M,4,1,Partial College,08/05/94,Silver,Professional,N,2
4342,Woodburn,OR,USA,69,$10K - $30K,M,4,0,Partial High School,22/04/93,Normal,Skilled Manual,Y,1
4343,Richmond,BC,Canada,90,$130K - $150K,F,0,0,Partial College,21/09/94,Bronze,Management,Y,1
4344,Downey,CA,USA,58,$90K - $110K,M,1,0,Graduate Degree,07/02/93,Bronze,Professional,Y,2
4345,Novato,CA,USA,42,$10K - $30K,F,0,0,Partial High School,27/11/93,Normal,Manual,Y,1
4346,Ladner,BC,Canada,96,$30K - $50K,M,1,0,High School Degree,08/06/94,Bronze,Manual,N,2
4347,Burlingame,CA,USA,43,$10K - $30K,F,3,1,Partial High School,04/09/91,Silver,Manual,Y,1
4348,Redwood City,CA,USA,45,$30K - $50K,M,0,0,High School Degree,16/04/93,Bronze,Manual,Y,2
4349,Kirkland,WA,USA,63,$30K - $50K,M,3,0,Partial High School,10/04/93,Bronze,Manual,N,3
4350,La Cruz,Sinaloa,Mexico,29,$50K - $70K,F,2,0,Bachelors Degree,23/07/93,Bronze,Professional,Y,3
4351,Yakima,WA,USA,89,$10K - $30K,M,5,0,Partial High School,15/08/91,Normal,Skilled Manual,N,1
4352,Seattle,WA,USA,18,$30K - $50K,F,0,0,High School Degree,26/05/91,Bronze,Manual,Y,2
4353,Palo Alto,CA,USA,41,$30K - $50K,M,2,0,Partial College,24/03/92,Bronze,Professional,Y,2
4354,Palo Alto,CA,USA,41,$30K - $50K,M,0,0,High School Degree,04/01/94,Silver,Manual,Y,3
4355,Camacho,Zacatecas,Mexico,27,$30K - $50K,F,0,0,High School Degree,03/04/92,Silver,Skilled Manual,N,2
4356,Port Hammond,BC,Canada,98,$50K - $70K,M,3,2,Partial High School,14/03/91,Bronze,Manual,Y,3
4357,Long Beach,CA,USA,48,$30K - $50K,F,2,0,High School Degree,13/06/92,Bronze,Manual,Y,4
4358,El Cajon,CA,USA,16,$70K - $90K,M,4,4,Partial College,22/08/93,Golden,Management,N,2
4359,Oakland,CA,USA,37,$30K - $50K,M,4,0,Partial College,18/09/92,Bronze,Clerical,Y,2
4360,Vancouver,BC,Canada,5,$50K - $70K,M,4,4,Bachelors Degree,01/10/93,Golden,Professional,Y,2
4361,N. Vancouver,BC,Canada,97,$30K - $50K,F,2,2,High School Degree,19/05/90,Bronze,Manual,Y,4
4362,Acapulco,Guerrero,Mexico,28,$30K - $50K,F,1,1,High School Degree,08/09/94,Normal,Manual,Y,4
4363,Edmonds,WA,USA,83,$30K - $50K,F,1,1,High School Degree,28/09/93,Bronze,Manual,N,2
4364,Olympia,WA,USA,85,$50K - $70K,M,4,0,Bachelors Degree,10/11/92,Bronze,Professional,Y,3
4365,Lynnwood,WA,USA,75,$30K - $50K,F,1,0,Partial High School,14/04/91,Silver,Manual,N,3
4366,Santa Cruz,CA,USA,40,$110K - $130K,F,4,0,Partial High School,24/03/93,Bronze,Professional,Y,3
4367,Issaquah,WA,USA,21,$50K - $70K,F,0,0,High School Degree,26/11/92,Bronze,Manual,N,2
4368,Torrance,CA,USA,57,$70K - $90K,M,3,0,Bachelors Degree,07/05/94,Bronze,Professional,Y,1
4369,Everett,WA,USA,81,$30K - $50K,M,5,0,High School Degree,13/02/93,Bronze,Manual,N,1
4370,Spring Valley,CA,USA,15,$150K +,M,2,0,High School Degree,17/08/93,Silver,Professional,Y,4
4371,San Francisco,CA,USA,1,$70K - $90K,M,0,0,Graduate Degree,14/07/93,Bronze,Professional,Y,1
4372,Lebanon,OR,USA,72,$50K - $70K,F,1,0,Bachelors Degree,22/02/94,Silver,Professional,N,2
4373,Portland,OR,USA,22,$50K - $70K,M,0,0,Bachelors Degree,18/02/93,Silver,Professional,Y,2
4374,Camacho,Zacatecas,Mexico,27,$130K - $150K,F,3,0,Partial High School,27/06/92,Bronze,Professional,Y,2
4375,Beverly Hills,CA,USA,47,$30K - $50K,M,1,0,High School Degree,05/06/93,Golden,Manual,Y,2
4376,El Cajon,CA,USA,16,$30K - $50K,M,4,2,High School Degree,08/09/92,Bronze,Manual,Y,3
4377,Tixapan,DF,Mexico,107,$30K - $50K,F,0,0,High School Degree,06/04/92,Bronze,Skilled Manual,N,3
4378,Beaverton,OR,USA,67,$90K - $110K,F,2,0,Bachelors Degree,09/02/93,Bronze,Management,N,1
4379,Langley,BC,Canada,94,$50K - $70K,M,2,0,Bachelors Degree,10/01/90,Bronze,Professional,N,1
4380,Ladner,BC,Canada,96,$110K - $130K,F,2,0,Partial College,17/11/92,Bronze,Professional,Y,3
4381,Victoria,BC,Canada,6,$50K - $70K,F,3,0,Bachelors Degree,17/11/92,Bronze,Professional,N,4
4382,Anacortes,WA,USA,79,$130K - $150K,F,0,0,Graduate Degree,25/07/92,Silver,Management,N,2
4383,Cliffside,BC,Canada,103,$50K - $70K,F,5,1,Bachelors Degree,22/04/94,Bronze,Management,Y,1
4384,Mexico City,Mexico,Mexico,2,$90K - $110K,F,3,0,Partial High School,12/08/90,Bronze,Professional,Y,2
4385,Bellflower,CA,USA,55,$10K - $30K,F,3,3,Partial High School,04/10/91,Normal,Manual,Y,1
4386,Hidalgo,Zacatecas,Mexico,25,$10K - $30K,M,5,0,Partial High School,16/06/92,Normal,Skilled Manual,N,1
4387,Palo Alto,CA,USA,41,$110K - $130K,F,1,1,Bachelors Degree,10/02/94,Bronze,Professional,Y,2
4388,Edmonds,WA,USA,83,$50K - $70K,F,1,1,Bachelors Degree,15/05/92,Silver,Professional,Y,2
4389,Colma,CA,USA,32,$10K - $30K,M,4,4,Partial High School,20/04/94,Normal,Skilled Manual,N,1
4390,W. Linn,OR,USA,66,$70K - $90K,F,1,1,Partial High School,26/04/90,Golden,Professional,Y,4
4391,Spokane,WA,USA,87,$30K - $50K,F,3,3,Partial College,27/01/93,Golden,Professional,Y,3
4392,Bellflower,CA,USA,55,$10K - $30K,M,0,0,Partial High School,05/06/94,Normal,Skilled Manual,N,2
4393,San Jose,CA,USA,39,$10K - $30K,F,0,0,Partial High School,28/08/92,Normal,Manual,N,1
4394,Bellingham,WA,USA,78,$10K - $30K,F,2,2,Partial High School,12/06/91,Normal,Manual,Y,1
4395,Beaverton,OR,USA,67,$10K - $30K,M,3,1,Partial High School,07/07/90,Normal,Manual,Y,2
